,exclusivity_code,exclusivity_code_desc,edition
11231,M-117,ADDITION OF RESULTS OF PEDIATRIC TRIAL TO LABEL,2013
11232,M-118,LABELING CHANGES BASED UPON SAFETY AND EFFICACY RESULTS FROM TRIAL 1218.36,2013
11233,M-119,LABELING CHANGES REGARDING MISSED DOSES,2013
11234,M-120,CHANGES TO CLINICAL TRIALS DETAILING STUDY RESULTS,2013
11235,M-121,LABELING CHANGES BASED UPON SAFETY AND EFFICACY RESULTS FROM TRIAL 1218.43,2013
11236,M-122,LABELING CHANGES TO INCLUDE THE RESULTS OF THE PARAMOUNT TRIAL,2013
11237,M-123,UPDATED RESULTS OF OVERALL SURVIVAL FROM 'CONFIRM' STUDY,2013
11238,ODE,ORPHAN DRUG EXCLUSIVITY,2014
11239,NPP,NEW PATIENT POPULATION,2014
11240,RTO**,OTC USE FOR WOMEN 14 AND BELOW,2014
11241,I,NEW INDICATION (SEE INDIVIDUAL REFERENCES),2014
11242,NCE*,NEW CHEMICAL ENTITY (AN ENANTIOMER OF PREVIOUSLY APPROVED RACEMIC MIXTURE. SEE SECTION 505(U) OF THE FEDERAL FOOD AND DRUG COSMETIC ACT).,2014
11243,NS,NEW STRENGTH,2014
11244,NR,NEW ROUTE,2014
11245,NP*,NEW PRODUCT (MINT FLAVORED),2014
11246,M,MISCELLANEOUS EXCLUSIVITY CODES (SEE INDIVIDUAL REFERENCES),2014
11247,RTO,RX TO OTC SWITCH OR OTC USE,2014
11248,NP,NEW PRODUCT,2014
11249,NE,NEW ESTER OR SALT OF AN ACTIVE INGREDIENT,2014
11250,NC,NEW COMBINATION,2014
11251,D,NEW DOSING SCHEDULE (SEE INDIVIDUAL REFERENCES),2014
11252,NCE,NEW CHEMICAL ENTITY,2014
11253,RTO*,OTC USE FOR WOMEN AGES 15 AND 16,2014
11254,PED,PEDIATRIC EXCLUSIVITY,2014
11255,NDF,NEW DOSAGE FORM,2014
11256,PC,PATENT CHALLENGE,2014
11257,W,EXCLUSIVITY ON THIS APPLICATION EXPIRING ON THIS DATE HAS BEEN WAIVED BY SPONSOR -SEE SECTION 1.8 OF ORANGE BOOK PREFACE WAIVED EXCLUSIVITY,2014
11258,D-1,ONCE A DAY APPLICATION,2014
11259,D-2,ONCE DAILY DOSING,2014
11260,D-3,SEVEN DAYS/SEVEN DAYS/SEVEN DAYS DOSING SCHEDULE,2014
11261,D-4,SEVEN DAYS/FOURTEEN DAYS DOSING SCHEDULE,2014
11262,D-5,TEN DAYS/ELEVEN DAYS DOSING SCHEDULE,2014
11263,D-6,SEVEN DAYS/NINE DAYS/FIVE DAYS DOSING SCHEDULE,2014
11264,D-7,BID DOSING,2014
11265,D-8,"INTRAVENOUS, EPIDURAL AND INTRATHECAL DOSING",2014
11266,D-9,NARCOTIC OVERDOSE IN ADULTS,2014
11267,D-10,NARCOTIC OVERDOSE IN CHILDREN,2014
11268,D-11,POSTOPERATIVE NARCOTIC DEPRESSION IN CHILDREN,2014
11269,D-12,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE DUODENAL ULCER,2014
11270,D-13,INCREASED MAXIMUM DAILY DOSAGE RECOMMENDATION,2014
11271,D-14,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,2014
11272,D-15,SINGLE DAILY DOSE OF 25MG/37.5MG,2014
11273,D-16,CONTINUOUS INTRAVENOUS INFUSION,2014
11274,D-17,400MG EVERY 12 HOURS FOR THREE DAYS FOR UNCOMPLICATED URINARY TRACT INFECTIONS,2014
11275,D-18,LOWER RECOMMENDED STARTING DOSE GUIDELINES,2014
11276,D-19,BOLUS DOSING GUIDELINES,2014
11277,D-20,SINGLE 32MG DOSE,2014
11278,D-21,ALTERNATIVE DOSAGE OF 300MG ONCE DAILY AFTER THE EVENING MEAL,2014
11279,D-22,REDUCTION IN INFUSION TIME FROM 24 TO 4 HOURS FOR THE 60MG DOSE,2014
11280,D-23,INCREASE MAXIMUM DOSE AND VARIATIONS IN THE DOSING REGIMEN,2014
11281,D-24,FOR OVARIAN CANCER THE RECOMMENDED REGIMEN IS 135MG/M2 OR 175MG/M2 INTRAVENOUSLY OVER THREE HOURS EVERY THREE WEEKS,2014
11282,D-25,ADDITIONAL DOSAGE REGIMEN EQUAL TO HALF THE ORIGINAL DOSING REGIMEN,2014
11283,D-26,ONCE WEEKLY APPLICATION,2014
11284,D-27,BID DOSING IN PATIENTS 12 YEARS OF AGE AND OLDER FOR PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH MODERATE EMETOGENIC CANCER CHEMOTHERAPY,2014
11285,D-28,USE OF ISOVUE-370 IN EXCRETORY UROGRAPHY AT EQUIVALENT GRAMS OF IODINE TO THE CURRENTLY APPROVED ISOVUE-250 AND ISOVUE-300,2014
11286,D-29,INCREASE OF CUMULATIVE DOSE TO 0.3MMOL/KG FOR MRI OF CNS IN ADULTS,2014
11287,D-30,5000 IU DOSE FOR PHOPHYLAXIX AGAINST DEEP VEIN THROMBOSIS,2014
11288,D-31,CHANGE IN RECOMMENDED TOTAL DAILY DOSE TO 80MG (40MG BID),2014
11289,D-32,REMOVAL OF THE RESTRICTIONS LIMITING TREATMENT TO TWO CONSECUTIVE WEEKS AND TO SMALL AREAS,2014
11290,D-33,ONCE DAILY DOSING FOR PLAQUE PSORIASIS,2014
11291,D-34,EVERY FOUR MONTHS DOSAGE REGIMEN,2014
11292,D-35,FOR A ONE WEEK DOSING OF INTERDIGITAL TINEA PEDIS,2014
11293,D-36,FOR A SINGLE 2MG DOSE AS AN ALTERNATIVE TO THE 1MG DOSE GIVEN TWICE DAILY,2014
11294,D-37,DOSING REGIMEN FOR ADMINISTRATION EITHER ONCE DAILY (QD) OR TWICE DAILY (BID),2014
11295,D-38,CONTINUOUS INFUSION AS AN ALTERNATE METHOD OF ADMINISTRATION,2014
11296,D-39,"CHANGE IN TIME TO TAKE THE DRUG PRIOR TO A MEAL TO PREVENT MEAL-INDUCED HEARTBURN SYMPTOMS FROM ""..1/2 TO 1 HOUR BEFORE EATING"" TO "".. RIGHT BEFORE EATING OR UP TO 60MIN BEFORE CONSUMING...""",2014
11297,D-40,ONCE-A-DAY DOSING REGIMEN,2014
11298,D-41,DRUG MAY BE DOSED RIGHT BEFORE A MEAL OR ANY TIME UP TO 30MIN BEFORE EATING OR DRINKING FOOD AND BEVERAGES THAT WOULD BE EXPECTED TO CAUSE SYMPTOMS,2014
11299,D-42,"TEN DAY DOSING REGIMEN FOR TRIPLE THERAPY, PREVACID IN COMBINATION WITH CLARITHROMYCIN AND AMOXICILLIN, FOR THE ERADICATION OF H.PYLORI IN PATIENTS WITH DUODENAL ULCER DISEASE",2014
11300,D-43,INITIATION OF TREATMENT WITH 900MG/DAY BY DELETION OF THE REQUIREMENT TO TITRATE TO 900MG/DAY OVER A 3-DAY PERIOD,2014
11301,D-44,"IN A CLINICAL TRIAL, FEWER DISCONTINUATIONS DUE TO ADVERSE EVENTS, ESPECIALLY DIZZINESS AND VERTIGO, WERE OBSERVED WHEN TITRATING THE DOSE IN INCREMENTS OF 50MG/DAY EVERY 3 DAYS UNTIL AN EFFECTIVE DOSE (NOT EXCEEDING 400MG/DAY) WAS REACHED",2014
11302,D-45,ONCE DAILY DOSING FOR MAINTENANCE ONLY,2014
11303,D-46,NEW DOSING REGIMEN OF 80MG DAILY,2014
11304,D-47,"PREVENTION OF HEARTBURN SYMPTOMS WHEN ADMINISTERED FROM 15 MINUTES UP TO, BUT NOT INCLUDING, 1 HOUR PRIOR TO A PROVOCATIVE MEAL",2014
11305,D-48,ADIMISTRATION OF CISATRICURIUM A NEUROMUSCULAR BLOCKING AGENT AT DOSES OF 3 AND 4X THE ED95 OF CISATRICURIUM FOLLOWING INDUCTION WITH THIOPENTAL,2014
11306,D-49,PEDIATRIC DOSING GUIDELINES,2014
11307,D-50,INFORMATION FOR USE OF CORVERT IN POST-CARDIAC SURGERY PATIENTS,2014
11308,D-51,OPTIONAL STARTING DOSE OF 40MG/DAY,2014
11309,D-52,ALTERNATE DOSING REGIMEN OF 1250MG TWICE DAILY,2014
11310,D-53,USE IN PEDIATRIC PATIENTS FROM 1 MONTH TO 16 YEARS OF AGE,2014
11311,D-54,USE OF ZYBAN FOR MAINTENANCE THERAPY. TREATMENT UP TO 6 MONTHS WAS SHOWN EFFICACIOUS,2014
11312,D-55,ADDITION OF A HIGHER DOSE OF NUTROPIN FOR PUBERTAL PATIENTS (PUBERTAL DOSE LESS THAN OR EQUAL TO 0.7MG/KG/WEEK),2014
11313,D-56,ADDITION OF POSTPRANDIAL DOSING,2014
11314,D-57,3-HOUR INFUSION OF TAXOL GIVEN EVERY THREE WEEKS AT A DOSE OF 175MG/M2 FOLLOWED BY CISPLATIN AT A DOSE OF 75MG/M2 FOR THE FIRST-LINE TREATMENT OF ADVANCED OVARIAN CANCER,2014
11315,D-58,CHANGE IN DOSING INTERVAL TO ONCE-DAILY ADMINISTRATION,2014
11316,D-59,"REDUCTION OF ELEVATED LDL-C IN A NEW, HIGHER STRENGTH TABLET, 0.8MG, AND FOR EXTENSION OF THE DOSAGE RANGE TO 0.8MG DAILY",2014
11317,D-60,ADDITION OF A POST-OPERATIVE DOSING REGIMEN,2014
11318,D-61,ONCE WEEKLY DOSING FOR THE TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,2014
11319,D-62,ONCE WEEKLY DOSING FOR THE PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS,2014
11320,D-63,TO ALLOW A TITRATION DOSING REGIMEN USING A 25MG DOSE,2014
11321,D-64,INCREASING DOSAGE FOR NERVE BLOCK ANESTHESIA USING NAROPIN 7.5MG/ML AND FOR EXTENDING THE DURATION OF TREATMENT FOR POSTOPERATIVE ANALGESIA USING NAROPIN 2MG/ML,2014
11322,D-65,CHANGE DOSING AND ADMINISTRATION TO INDICATE MAINTENANCE OF WEIGHT LOSS OVER AN 18 MONTH PERIOD THUS EXTENDING THE USE OF THIS DRUG FROM ONE TO TWO YEARS,2014
11323,D-66,DOSING RECOMMENDATIONS FOR PATIENTS UNDERGOING PCI,2014
11324,D-67,SHORTER TREATMENT COURSE OF THREE DAYS IN THE TREATMENT OF RECURRENT EPISODES OF GENITAL HERPES,2014
11325,D-68,CHANGE OF ADMIN RATE FOR INFUSION OF AREDIA FOR TREATMENT OF MODERATE AND SEVERE HYPERCALCEMIA OF MALIGNANCY FROM 24 HOURS TO 2 HOURS UP TO BUT NOT INCLUDING 24 HOURS,2014
11326,D-69,SHORTENED DOSING REGIMEN TO 5 DAYS FOR THE TREATMENT OF ACUTE EXACERBATION OF CHRONIC BRONCHITIS,2014
11327,D-70,80MG ONCE DAILY DOSING REGIMEN,2014
11328,D-71,EIGHT WEEK DOSING REGIMEN,2014
11329,D-72,INFORMATION REGARDING INCREASED RATE OF INFUSION FOR DEPACON,2014
11330,D-73,ONCE A WEEK DOSING FOR THE TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,2014
11331,D-74,ONCE A WEEK DOSING FOR THE PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS,2014
11332,D-75,"INTERMITTENT DOSING REGIMEN, STARTING DAILY DOSE 14 DAYS PRIOR TO THE ANTICIPATED ONSET OF MENSTRUATION THROUGH THE FIRST FULL DAY OF MENSES AND REPEATING WITH EACH NEW CYCLE",2014
11333,D-76,"FOR USE ON AN ""AS NEEDED"" OR PRN BASIS FOR THE MANAGEMENT OF NASAL SYMPTOMS IN PATIENTS FOR WHOM THE DRUG IS INDICATED",2014
11334,D-77,ADDITION OF 20MG AND 40MG DAILY AS OPTIONAL STARTING DOSES WITH 40MG INTENDED FOR PATIENTS WHO REQUIRE A LARGE REDUCTION IN LDL-C (MORE THAN 45%),2014
11335,D-78,"USE OF FLEXERIL 5MG FOR THE RELIEF OF MUSCLE SPASM ASSOCIATED WITH ACUTE, PAINFUL, MUSCULOSKELETAL CONDITIONS",2014
11336,D-79,NEW LOWER STARTING DOSE FOR TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS AND/OR MODERATE TO SEVERE SYMPTOMS OF VULVAR AND VAGINAL ATROPHY ASSOCIATED W/ THE MENOPAUSE,2014
11337,D-80,CHANGE OF DOSING SCHEDULE FOR LANTUS FROM ONCE DAILY AT BEDTIME TO FLEXIBLE DAILY DOSING,2014
11338,D-81,NEW LOWER STARTING DOSE FOR THE PREVENTION OF POSTMENOPAUSAL OSTEOPORSIS,2014
11339,D-82,USE OF PREMARIN 0.3 MG AND 0.45 MG FOR THE PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS,2014
11340,D-83,"750 MG, ONCE DAILY FOR 5 DAYS FOR COMMUNITY ACQUIRED PNEUMONIA (CAP)",2014
11341,D-84,"ONCE-A-DAY DOSING OF FLOXACIN OTIC FOR THE TREATMENT OF ADULTS AND PEDIATRIC PATIENTS(AGES 6 MO & OLDER) W/ OTITIS EXTERNA CAUSED BY SUSCEPTIBLE STRAINS OF E.COLI, P.AERUGINOSA AND S.AUREUS",2014
11342,D-85,LOWER RECOMMENDED STARTING DOSE GUIDELINES FOR TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH THE MENOPAUSE,2014
11343,D-86,FOR USE IN SELECT EXTERNAL INSULIN PUMPS,2014
11344,D-87,ADDITION OF ONCE-WEEKLY DOSING FOR THE TREATMENT TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS,2014
11345,D-88,NEW DOSING RANGE OF 200-400MG PER DAY IN TWO DIVIDED DOSES FOR ADULTS WITH PARTIAL SEIZURES,2014
11346,D-89,USE OF REYATAZ 300 MG/RITONAVIR 100 MG ONCE DAILY FOR TREATMENT IN HIV-INFECTED ANTIRETROVIRAL-EXPERIENCED PATIENTS,2014
11347,D-90,ADDITION OF DAYTIME ADMINISTRATION TO TREAT VULVOVAGINAL CANDIDIASIS,2014
11348,D-91,ALTERNATE INTERMITTENT DOSING REGIMEN,2014
11349,D-92,ALTERNATIVE DOSAGE OF 1000MG ONCE DAILY AT BEDTIME,2014
11350,D-93,ALTERNATE TWO OR THREE TIMES DAILY DOSING REGIMENS,2014
11351,D-94,NEW MAXIMUM DOSAGE OF 72 MG/DAY IN ADOLESCENTS 13-17 YEARS OF AGE WITH ATTENTION DEFECIT HYPERACTIVITY DISORDER (ADHD),2014
11352,D-95,BROADENED INITIAL STARTING DOSE FOR HYPERTENSION FROM 50 MG TO 100 MG TO 25 MG TO 100 MG DOSE RANGE,2014
11353,D-96,ONCE-MONTHLY TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS WITH BONIVA (IBANDRONATE SODIUM) 150 MG TABLETS,2014
11354,D-97,PED CANCER PT POPULATION EXPANDED TO INCLUDE PTS 6 MOS UP TO BUT NOT INCLUDING 4 YRS AND DOSING INSTRUCTIONS TO ADMIN 30 MIN BEFPRE CHEMO WITH SECOND AND THIRD DOSES 4 & 8 HOURS AFTER FIRST DOSE,2014
11355,D-98,DOSING FOR PED SURGICAL PTS EXPANDED TO INCLUDE PTS 1 MONTH UP TO BUT NOT INCLUDING 2 YEARS OF AGE,2014
11356,D-99,ONCE DAILY ADMINISTRATION FOR THE TREATMENT OF HIV INFECTION IN THERAPY NAIVE ADULT PATIENTS,2014
11357,D-100,750 MG ONCE DAILY FOR FIVE DAYS FOR THE TREATMENT OF ACUTE BACTERIAL SINUSITIS,2014
11358,D-101,ONCE DAILY IN CHRONIC IDIOPATHIC UTICARIA FOR ADULTS AND CHILDREN 12 YEARS OF AGE AND OLDER,2014
11359,D-102,NEW DOSING REGIMEN OF ONE SPRAY TWICE DAILY FOR SEASONAL ALLERIC RHINITIS IN PATIENTS 12 YRS OF AGE AND OLDER,2014
11360,D-103,"NEW DOSING RECOMMENDATION FOR THE TREATMENT OF RECURRENT GENITAL HERPES IN IMMUNOCOMPETENT PATIENTS, SPECIFICALLY A REDUCTION IN COURSE OF THERAPY FROM FAMCICLOVIR 125 MG TWICE-A-DAY FOR 5 DAYS TO 1000 MG TWICE-A-DAY FOR 1 DAY.",2014
11361,D-104,0.5MG/0.1MG FOR THE TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE IN WOMEN WHO HAVE A UTERUS,2014
11362,D-105,USE OF ACTONEL 75MG TWO CONSECUTIVE DAYS PER MONTH FOR THE PREVENTION AND TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,2014
11363,D-106,"FIVE DAY TREATMENT OF SELECTED SUSCEPTIBLE STRAINS OF STREPTOCOCCUS PNEUMONIAE, HAEMOPHILUS INFLUENZA, MYCOPLASMA PNEUMONIAE, AND CHLAMYDIA PNEUMONIAE FOR COMMUNITY-ACQUIRED PNEUMONIA",2014
11364,D-107,PROVIDES FOR THE COMBINATION TABLET OF 70MG ALENDRONATE AND 5600 IU OF VITAMIN D3 FOR THE TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN AND TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS,2014
11365,D-108,TREATMENT OF COMPLICATED URINARY TRACT INFECTION AND ACUTE PYELONEPHRITIS WITH LEVAQUIN 750MG ONCE DAILY FOR FIVE DAYS,2014
11366,D-109,PROVIDE FOR THE USE OF A LOWER DOSE FOR THE TREATMENT OF ADULTS WITH CHRONIC PHASE CHRONIC MYELOID LEUKEMIA (CML) WITH RESISTANCE OR INTOLERANCE TO PRIOR THERAPY INCLUDING IMATINIB MESYLATE,2014
11367,D-110,TREATMENT OF SCHIZOPHRENIA IN ADOLESCENTS AGED 13-17,2014
11368,D-111,"PROVIDES FOR ONCE DAILY USE OF CIALIS, 2.5 MG AND 5 MG, FOR THE TREAMTENT OF ERECTILE DYSFUNCTION",2014
11369,D-112,PROVIDES FOR PEDIATRIC PUMP USE,2014
11370,D-113,ONCE DAILY DOSING REGIMEN FOR PATIENTS WHO BECOME CONSTIPATED ON TWICE DAILY REGIMEN,2014
11371,D-114,NEW DOSING RECOMMENDATIONS FOR USE OF SIROLIMUS IN COMBINATION WITH CYCLOSPORINE FOR THE PROPHYLAXIS OF REJECTION IN HIGH-RISK RENAL TRANSPLANT RECIPIENTS,2014
11372,D-115,"STARTING DOSE OF 15MG/DAY FOR MONOTHERAPY IN ACUTE TREATMENT OF BIPOLAR DISORDER, MANIC OR MIXED",2014
11373,D-116,ALTERNATIVE DOSING REGIMEN ATAZANAVIR SULATE CO-ADMINISTERED WITH RITONAVIR FOR THE TREATMENT OF HIV-1 INFECTION IN TREATMENT NAIVE PATIENTS,2014
11374,D-117,50 MG TABLET FOR INITIATION OF DOSE TITRATION FOR BIPOLAR DISORDER,2014
11375,D-118,"TWO 400MG TABLETS ONCE DAILY, CO-ADMINISTERED WITH 100MG RITONAVIR",2014
11376,D-119,DOSING RECOMMENDATIONS FOR HIV INFECTED PEDIATRIC PATIENTS 6 TO LESS THAN 18 YEARS OF AGE,2014
11377,D-120,DOSING REGIMEN ADJUSTMENTS,2014
11378,D-121,CHANGE TO REMOVE 20 MG MAXIMUM DOSAGE RESTRICTION,2014
11379,D-122,USE OF VAGIFEM 10 MCG FOR THE TREATMENT OF ATROPHIC VAGINITIS DUE TO MENOPAUSE,2014
11380,D-123,ALTERNATIVE DOSING REGIMEN DOSE OF 20 MG/METER SQUARE BY CONTINUOUS INTRAVENOUS INFUSION OVER 1 HOUR REPEATED DAILY FOR 5 DAYS,2014
11381,D-124,ONCE DAILY DOSING REGIMEN IN ADULT PATIENTS WITH LESS THAN THREE LOPINAVIR RESISTANCE-ASSOCIATED SUBSTITUTIONS,2014
11382,D-125,EXTEND CURRENT DOSING REGIMEN TO 900MG (2-450MG TABLETS) ONCE A DAY WITHIN 10 DAYS OF TRANSPLANTATION UNTIL 200 DAYS POST-TRANSPLANTATION FOR THE PREVENTION OF CYTOMEGALOVIRUS (CMV) DISEASE IN ADULT KIDNEY TRANSPLANT PATIENTS AT HIGH RISK.,2014
11383,D-126,CHANGE DOSAGE REGIMEN FROM 250MG TO 500MG,2014
11384,D-127,DOSING REGIMEN FOR ADULT PATIENTS WITH CHRONIC HEPATITIS B (CHB) AND DECOMPENSATED LIVER DESEASE,2014
11385,D-128,"SINGLE IV DOSE OF FOSAPREPITANT 150MG, DOSED CONCOMITANTLY WITH 5HT3 RECEPTOR ANTAGONIST & CORTICOSTEROID, FOR PREVENTION OF ACUTE & DELAYED NAUSEA & VOMITING ASSOCIATED WITH INITIAL AND REPEAT COURSES OF HIGHLY EMETOGENIC CANCER CHEMO",2014
11386,D-129,"800/100 MG DARUNAVIR/RITONAVIR, ONCE DAILY, IN TREATMENT -EXPERIENCED HIV-1 INFECTED PATIENTS WITH NO DARUNIVIR RESISTANCE ASSOCIATED SUBSITUTIONS",2014
11387,D-130,"DOSING RECOMMENDATIONS FOR TREATMENT OF HIV-1 INFECTION DURING PREGNANCY BASED ON DATA FROM STUDY AI424-182, A STUDY OF ATAZANAVIR/RITONAVIR IN COMBINATION WITH ZIDOVUDINE/LAMIVUDINE IN HIV INFECTED PREGNANT WOMEN",2014
11388,D-131,EVERY 6 TO 8 WEEKS FOR THE 120MG STRENGTH FOR PATIENTS WHO ARE CONTROLLED ON SOMATULINE DEPOT 60MG OR 90MG,2014
11389,D-132,45MG FOR 6 MONTH ADMINISTRATION,2014
11390,D-133,NEW EFFICACY DATA AND DOSING REGIMEN FOR PREGNANCY IN NORMAL OVULATORY WOMEN UNDERGOING CONTROLLED OVARIAN STIMULATION AS PART OF AN IVF OR INTRACYTOPLASMIC SPERM INJECTION (ICSI) CYCLE,2014
11391,D-134,INCREASING MAXIMUM DOSING OF PATIENTS WITH SCHIZOPHRENIA TO 160 MG/DAY,2014
11392,D-135,"UPDATE LABELING WITH ONCE DAILY DOSING IN HIV-1 INFECTED, TREATMENT-NAIVE PEDIATRIC PATIENTS 12 TO LESS THAN 18 YEARS OF AGE",2014
11393,D-136,"ALTERNATE DOSING REGIMEN FOR UNCOMPLICATED URETHRAL OR ENDOCERVICAL INFECTION CAUSED BY CHLAMYDIA TRACHOMATIS, ADMINISTER 200 MG BY MOUTH ONCE-A-DAY FOR 7 DAYS",2014
11394,I-1,DYSMENORRHEA,2014
11395,I-2,CHOLANGIOPANCREATOGRAPHY,2014
11396,I-3,INTRAVENOUS DIGITAL SUBTRACTION ANGIOGRAPHY,2014
11397,I-4,PERIPHERAL VENOGRAPHY (PHLEBOGRAPHY),2014
11398,I-5,HYSTEROSALPINGOGRAPHY,2014
11399,I-6,TREATMENT OF JUVENILE ARTHRITIS,2014
11400,I-7,BIOPSY PROVEN MINIMAL CHANGE NEPHROTIC SYNDROME IN CHILDREN,2014
11401,I-8,ADULT INTRAVENOUS CONTRAST-ENHANCED COMPUTED TOMOGRAPHY OF THE HEAD AND BODY,2014
11402,I-9,PREVENTION OF POSTOPERATIVE NAUSEA AND VOMITING,2014
11403,I-10,PREVENTION OF POSTOPERATIVE DEEP VENOUS THROMBOSIS AND PULMONARY EMBOLISM IN TOTAL HIP REPLACEMENT SURGERY,2014
11404,I-11,RELIEF OF MILD TO MODERATE PAIN,2014
11405,I-12,TREATMENT OF CUTANEOUS CANDIDIASIS,2014
11406,I-13,URINARY TRACT INFECTION (UTI) PREVENTION FOR PERIODS UP TO FIVE MONTHS IN WOMEN WITH A HISTORY OF RECURRENT UTI,2014
11407,I-14,SEBORRHEIC DERMATITIS,2014
11408,I-15,PHOTOPHERESIS IN THE PALLIATIVE TREATMENT OF SKIN MANIFESTATIONS OF CUTANEOUS T-CELL LYMPHOMA IN PERSONS NOT RESPONSIVE TO OTHER TREATMENT,2014
11409,I-16,STIMULATE THE DEVELOPMENT OF MULTIPLE FOLLICLES/OOCYTES IN OVULATORY PATIENTS PARTICIPATING IN AN IN VITRO FERTILIZATION PROGRAM,2014
11410,I-17,MANAGEMENT OF CONGESTIVE HEART FAILURE,2014
11411,I-18,ENDOSCOPIC RETROGRADE PANCREATOGRAPHY,2014
11412,I-19,HERNIOGRAPHY,2014
11413,I-20,KNEE ARTHROGRAPHY,2014
11414,I-21,HIGH DOSE METHOTREXATE WITH LEUCOVORIN RESCUE IN COMBINATION WITH OTHER CHEMOTHERAPEUTIC AGENTS TO DELAY RECURRENCE IN PATIENTS WITH NONMETASTATIC OSTEOSARCOMA WHO HAVE UNDERGONE SURGICAL RESECTION OR AMPUTATION FOR THE PRIMARY TUMOR,2014
11415,I-22,RESCUE AFTER HIGH-DOSE METHOTREXATE THERAPY IN OSTEOSARCOMA,2014
11416,I-23,SHORT-TERM TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,2014
11417,I-24,TREATMENT OF RHEUMATOID ARTHRITIS,2014
11418,I-25,"ADULT INTRA-ARTERIAL DIGITAL SUBTRACTION ANGIOGRAPHY OF THE HEAD, NECK, ABDOMINAL, RENAL AND PERIPHERAL VESSELS",2014
11419,I-26,TREATMENT OF LIVER FLUKES,2014
11420,I-27,ADJUNCTIVE THERAPY TO DIET TO REDUCE THE RISK OF CORONARY ARTERY DISEASE,2014
11421,I-28,SELECTIVE ADULT VISCERAL ARTERIOGRAPHY,2014
11422,I-29,METASTATIC BREAST CANCER IN PREMENOPAUSAL WOMEN AS AN ALTERNATIVE TO OOPHORECTOMY OR OVARIAN IRRADIATION,2014
11423,I-30,TREATMENT OF TINEA PEDIS,2014
11424,I-31,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS IN THE SPINE AND ASSOCIATED TISSUES,2014
11425,I-32,PEDIATRIC MYELOGRAPHY,2014
11426,I-33,ORAL USE OF DILUTED OMNIPAQUE INJECTION IN ADULTS FOR CONTRAST ENHANCED COMPUTED TOMOGRAPHY OF THE ABDOMEN,2014
11427,I-34,ORAL USE IN ADULTS FOR PASS-THROUGH EXAMINATION OF THE GASTROINTESTINAL TRACT,2014
11428,I-35,PEDIATRIC CONTRAST ENHANCEMENT OF COMPUTED TOMOGRAPHIC HEAD IMAGING,2014
11429,I-36,ARTHROGRAPHY OF THE SHOULDER JOINTS IN ADULTS,2014
11430,I-37,RADIOGRAPHY OF THE TEMPOROMANDIBULAR JOINT IN ADULTS,2014
11431,I-38,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS OF THE CENTRAL NERVOUS SYSTEM IN CHILDREN (2 YEARS OF AGE AND OLDER),2014
11432,I-39,TREATMENT OF ACUTE MYOCARDIAL INFARCTION,2014
11433,I-40,PRIMARY NOCTURNAL ENURESIS,2014
11434,I-41,MIGRAINE HEADACHE PROPHYLAXIS,2014
11435,I-42,HERPES ZOSTER,2014
11436,I-43,HERPES SIMPLEX ENCEPHALITIS,2014
11437,I-44,MAINTENANCE THERAPY IN HEALED DUODENAL ULCER PATIENTS AT DOSE OF 1 GRAM TWICE DAILY,2014
11438,I-45,ACUTE TREATMENT OF VARICELLA ZOSTER VIRUS,2014
11439,I-46,USE IN PEDIATRIC COMPUTED TOMOGRAPHIC HEAD AND BODY IMAGING,2014
11440,I-47,TREATMENT OF PEDIATRIC PATIENTS WITH SYMPTOMATIC HUMAN IMMUNODEFICIENCY VIRUS (HIV) DISEASE,2014
11441,I-48,PEDIATRIC ANGIOCARDIOGRAPHY,2014
11442,I-49,TREATMENT OF TRAVELERS' DIARRHEA DUE TO SUSCEPTIBLE STRAINS OF ENTEROTOXIGENIC ESCHERICHIA COLI,2014
11443,I-50,FOR USE IN WOMEN WITH AXILLARY NODE-NEGATIVE BREAST CANCER,2014
11444,I-51,TREATMENT OF PRIMARY DYSMENORRHEA AND FOR THE TREATMENT OF IDIOPATHIC HEAVY MENSTRUAL BLOOD LOSS,2014
11445,I-52,PEDIATRIC EXCRETORY UROGRAPHY,2014
