,use_code,use_code_desc,edition
13686,U-256,TREATMENT OF HIV INFECTION IN COMBINATION WITH ONE OR MORE ADDITIONAL HIV ANTIVIRAL AGENTS,2015
13687,U-257,TREATMENT OF HIV INFECTION,2015
13688,U-258,TREATMENT OF NEURODEGENERATIVE DISEASES,2015
13689,U-259,TREATMENT OF ANDROGENIC ALOPECIA BY ORAL ADMINISTRATION DRUG SUBSTANCE,2015
13690,U-260,REDUCTION OF INTRAOCULAR PRESSURE IN PATIENTS WITH OPEN ANGLE GLAUCOMA AND OCULAR HYPERTENSION WHO ARE INTOLERANT OF OTHER IOP LOWERING MEDICATIONS OR INSUFFICIENTLY RESPONSIVE TO ANOTHER IOP LOWERING MEDICATION,2015
13691,U-261,"TREATING BENIGN PROSTATIC HYPERPLASIA WITH A GENUS OF COMPOUNDS, INCLUDING FINASTERIDE",2015
13692,U-262,TREATING BENIGN PROSTATIC HYPERTROPHY WITH FINASTERIDE,2015
13693,U-263,METHOD OF TREATING A MALIGNANT CONDITION THROUGH INTRAVASCULAR ADMINISTRATION OF BUSULFAN. METHOD FOR TREATING LEUKEMIA OR LYMPHOMA IN A PATIENT UNDERGOING A BONE MARROW TRANSPLANT THROUGH INTRAVENOUS ADMINISTRATION OF BUSULFAN,2015
13694,U-264,METHOD OF TREATING A MALIGNANT DISEASE THROUGH PARENTERAL ADMINISTRATION OF BUSULFAN. METHOD FOR TREATING A PATIENT UNDERGOING A BONE MARROW TRANSPLANT THROUGH INTRAVASCULAR ADMINISTRATION OF BUSULFAN,2015
13695,U-265,USE AS LAXATIVE,2015
13696,U-266,RELIEF OF THE SIGNS AND SYMPTOMS OF OSTEOARTHRITIS; RELIEF OF THE SIGNS AND SYMPTOMS OF RHEUMATOID ARTHRITIS IN ADULTS; MANAGEMENT OF ACUTE PAIN IN ADULTS; TREATMENT OF PRIMARY DYSMENNORRHEA; ACUTE TREATMENT OF MIGRAINE ATTACKS IN ADULTS,2015
13697,U-267,"PREVENTING HEARTBURN EPISODES FOLLOWING INGESTION OF HEARTBURN-INDUCING FOOD/BEVERAGE, COMPRISING ADMIN TO PT, 30 MIN PRIOR TO CONSUMPTION BY THE PT THE FOOD/BEVERAGE, A COMPOSITION COMPRISING 10MG FAMOTIDINE",2015
13698,U-268,ACROMEGALY,2015
13699,U-269,EXCESS GH-SECRETION OR GASTRO-INTESTINAL DISORDERS,2015
13700,U-270,METHOD OF IMPROVING THE TIME FOR ADMINISTRATION OR THE TIME BETWEEN CHANGES OF GIVING SETS FOR THE DRUG PRODUCT,2015
13701,U-271,METHOD OF TREATING TUMORS,2015
13702,U-272,METHOD OF TREATING CARCINOMA,2015
13703,U-273,CUTANEOUS T-CELL LYMPHOMA,2015
13704,U-274,ZANAMIVIR FOR INHALATION,2015
13705,U-275,METHOD OF USE OF THE DRUG SUBSTANCE,2015
13706,U-276,METHOD OF USE OF LEVOBUPIVACAINE,2015
13707,U-277,"NEUROLOGICAL AND OTHER DISORDERS (TREATMENT OF EPILEPSY, BID ORAL DOSING)",2015
13708,U-278,METHOD OF USE OF THE INDICATION OF THE DRUG PRODUCT,2015
13709,U-279,METHOD OF USE OF THE APPROVED PRODUCT,2015
13710,U-280,TREATING PRECIPITATED ACUTE URINARY RETENTION WITH FINASTERIDE,2015
13711,U-281,"ANTIMYCOTIC USES, SPECIFICALLY TREATMENT OF ONYCHOMYCOSIS",2015
13712,U-282,METHOD OF TREATING BACTERIAL INFECTIONS,2015
13713,U-283,METHOD FOR TREATING MENOPAUSAL SYMPTOMS IN A POSTMENOPAUSAL FEMALE,2015
13714,U-284,"MENOPAUSAL AND POSTMENOPAUSAL DISORDERS (INCLUDING VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE, AND VULVAR AND VAGINAL ATROPHY) AND OSTEOPOROSIS",2015
13715,U-285,DEPRESSION AND SOCIAL ANXIETY DISORDER/SOCIAL PHOBIA,2015
13716,U-286,DEPRESSION,2015
13717,U-287,TREATMENT OR PREVENTION OF OSTEOPOROSIS,2015
13718,U-288,THERAPY OF INFLUENZA,2015
13719,U-289,TREATMENT OF NON-HYPERKERATOTIC ACTINIC KERATOSES OF FACE AND SCALP,2015
13720,U-290,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS),2015
13721,U-291,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH CYCLOSPORIN,2015
13722,U-292,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH AZATHIOPRINE,2015
13723,U-293,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH A CORTICOSTEROID,2015
13724,U-294,TREATMENT OF HYPERPIGMENTARY DISORDERS,2015
13725,U-295,TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS,2015
13726,U-296,"TREATING MIGRAINE PAIN AND ONE OR MORE OF A CLUSTER OF SYMPTOMS CHARACTERISTIC OF A MIGRAINE ATTACK SYMPTOMS BEING SELECTED FROM PHOTOPHOBIA, PHONOPHOBIA NAUSEA AND FUNCTIONAL DISABILITY",2015
13727,U-297,PREVENTION OR TREATMENT OF REVERSIBLE VASOCONSTRICTION BY THE INHALATION OF NITRIC OXIDE WITH AN OXYGEN CONTAINING GAS,2015
13728,U-298,METHOD OF COMBATING BACTERIA IN A PATIENT,2015
13729,U-299,TREATMENT OF ADENOMATOUS POLYPS,2015
13730,U-300,INDICATED FOR THE REDUCTION OF ELEVATED TOTAL AND LDL CHOLESTEROL LEVELS IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA,2015
13731,U-301,USE OF TROGLITAZONE IN COMBINATION WITH SULFONYLUREAS AND BIGUANIDES IN THE TREATMENT OF TYPE II DIABETES,2015
13732,U-302,TO REDUCE THE RISK OF STROKE IN PATIENTS WHO HAVE HAD TRANSIENT ISCHEMIA OF THE BRAIN OR COMPLETED ISCHEMIC STROKE DUE TO THROMBOSIS,2015
13733,U-303,"METHOD OF USE PATENT-PRODUCT APPROVED FOR TREATMENT OF OSTEOPOROSIS, PAGET'S DISEASE, PREVENTION AND TREATMENT OF GLUCOCORTICOID INDUCED OSTEOPOROSIS",2015
13734,U-304,A METHOD OF TREATMENT OF A CONDITION INVOLVING AN ANTIBODY ANTIGEN REACTION,2015
13735,U-305,METHODS FOR USING THE DRUG PRODUCT,2015
13736,U-306,TREATMENT OF POST-MENOPAUSAL UROGENITAL SYMPTOMS ASSOCIATED WITH ESTROGEN DEFICIENCY,2015
13737,U-307,"CLAIMS AN OLANZAPINE POLYMORPH USEFUL FOR TREATING ANY NUMBER OF LISTED CONDITIONS, INCLUDING SPECIFIC PSYCHOSES,EMPLOYING OLANZAPINE AS PER THE INDICATION OF THIS NDA",2015
13738,U-308,"CLAIMS A SOLID ORAL FORMULATION INCLUDING TABLETS AND GRANULES OF OLANZAPINE USEFUL FOR TREATING ANY NUMBER OF LISTED CONDITIONS, INCLUDING SPECIFIC PSYCHOLES, EMPLOYING OLANZAPINE AS PER THE INDICATIONS OF THIS NDA",2015
13739,U-309,TREATING SJOEGREN SYNDROME,2015
13740,U-310,TREATMENT OF XEROSTOMIA,2015
13741,U-311,HORMONE REPLACEMENT,2015
13742,U-312,"PANIC DISORDER, OBSESSIVE-COMPULSIVE DISORDER, POSTTRAUMATIC STRESS DISORDER",2015
13743,U-313,TREATMENT OF CONGESTIVE HEART FAILURE,2015
13744,U-314,METHOD FOR TREATING HYPERPARATHYROIDISM WHICH COMPRISES SUPPRESSING PARATHYROID ACTIVITY,2015
13745,U-315,METHOD FOR ADMINISTERING DRUG TO GASTROINTESTINAL TRACT,2015
13746,U-316,METHOD OF TREATING A SUBJECT SUFFERING FROM PROSTATE CANCER,2015
13747,U-317,METHOD OF USING TROGLITAZONE TO TREAT PATIENTS HAVING INSULIN RESISTANCE,2015
13748,U-318,"TREATMENT OF PATIENTS WITH AN OVERACTIVE BLADDER WITH SYMPTOMS OF URINARY FREQUENCY, URGENCY, OR URGE INCONTINENCE",2015
13749,U-319,TREATMENT OF MICROBIAL INFECTIONS,2015
13750,U-320,INHIBITING OR ELIMINATING ACUTE MYELOID LEUKEMIA,2015
13751,U-321,REDUCTION OF ELEVATED IPTH LEVELS IN THE MGT OF SECONDARY HYPERPARATHYROIDISM IN PATIENTS UNDERGONG CHRONIC RENAL DIALYSIS,2015
13752,U-322,TREATMENT OF ALZHEIMER'S DEMENTIA,2015
13753,U-323,USE AS A BILE ACID SEQUESTRANT,2015
13754,U-324,"METHOD OF TREATING AN ANIMAL, INCLUDING A HUMAN, SUFFERING FROM OR SUSCEPTIBLE TO PSYCHOSIS OR ACUTE MANIA EMPLOYING OLANZAPINE",2015
13755,U-325,"METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF LISTED CONDITIONS, INCLUDING ""BIPOLAR DISORDER NOS"" EMPLOYING OLANZAPINE",2015
13756,U-326,METHOD OF TREATING SCHIZOPHRENIA AND BIPOLAR DISORDER,2015
13757,U-327,METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF LISTED PSYCHOTIC CONDITONS EMPLOYING OLANZAPINE,2015
13758,U-328,"METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF LISTED CONDITIONS INCLUDING ""A PSYCHOTIC CONDITION"" EMPLOYING AN OLANZAPINE POLYMORPH",2015
13759,U-329,"USE OF AVANDIA AS MONOTHERAPY, IN COMBINATION WITH METFORMIN, AND IN COMBINATION WITH SULFONYLUREAS TO IMPROVE GLYCEMIC CONTROL IN PATIENTS WITH TYPE 2 DIABETES MELLITUS",2015
13760,U-330,TREATMENT OF NAUSEA AND VOMITING,2015
13761,U-331,METHOD OF TREATING HYPERLIPIDEMIA WITH NICOTINIC ACID BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT,2015
13762,U-332,TREATMENT OR PREVENTION OF BRONCHOSPASM,2015
13763,U-333,METHOD OF TREATING OCULAR HYPERTENSION,2015
13764,U-334,TREATMENT OF EXCESSIVE FEMALE FACIAL HAIR,2015
13765,U-335,USE OF PRAVASTATIN SODIUM FOR SECONDARY PREVENTION OF CORONARY EVENTS IN MEN AND WOMEN WHO HAVE HAD A MYOCARDIAL INFARCTION AND HAVE NORMAL CHOLESTEROL LEVELS,2015
13766,U-336,DIAGNOSTIC RADIOIMAGING,2015
13767,U-337,USE OF CARDIOLITE/MIRALUMA KIT FOR THE PREPARATION OF TC99M SESTAMIBI,2015
13768,U-338,"METHODS FOR TREATING DISTURBANCES OF MOOD, DISTURBANCES OF APPETITE, DEPRESSED MOOD, OR CARBOHYDRATE CRAVING ALL ASSOCIATED WITH PREMENSTRUAL SYNDROME",2015
13769,U-339,PREVENTION OF CARDIO-TOXICITY CAUSED BY THE ADMINISTRATION OF DOXORUBICIN,2015
13770,U-340,THE LONG TERM TREATMENT OF GROWTH FAILURE DUE TO LACK OF ADEQUATE ENDOGENOUS GROWTH HORMONE SECRETION IN CHILDREN,2015
13771,U-341,METHOD FOR ENHANCING THE TREATMENT OF ... LATE LUTEAL PHASE DYSPHORIC DISORDER,2015
13772,U-342,METHOD FOR TREATMENT OF LATE LUTEAL PHASE DYSPHORIC DISORDER,2015
13773,U-343,"REDUCTION OF INTESTINAL GAS, CRAMPING AND ANORECTAL IRRITATION",2015
13774,U-344,METHOD FOR INHIBITING HIV INFECTION BY ADMINISTERING RITONAVIR IN COMBINATION WITH ANOTHER HIV PROTEASE INHIBITOR,2015
13775,U-345,RITONAVIR AND ANOTHER HIV PROTEASE INHIBITOR FOR CONCOMITANT ADMINISTRATION FOR THE TREATMENT OF AN HIV INFECTION,2015
13776,U-346,METHOD FOR INHIBITING CYTOCHROME P450 MONOOXYGENASE WITH RITONAVIR AND A METHOD FOR IMPROVING THE PHARMCOKINETICS OF A DRUG THAT IS MTABOLIZED BY CYTOCHROME P450 MONOOXYGENASE BY ADMIN THE DRUG AND RITONAVIR,2015
13777,U-347,METHOD OF USE IN COMBINATION WITH REVERSE TRANSCRIPTASE INHIBITORS,2015
13778,U-348,METHOD OF USE FOR INHIBITING HIV INFECTION,2015
13779,U-349,METHOD OF USE WHICH IS SUBJECT OF THE APPLICATION,2015
13780,U-350,PREPARATION OF A PHARMACEUTICAL COMPOSITION FOR CONCOMITANT ADMIN WITH A REVERSE TRANSCRIPTASE INHIBITOR,2015
13781,U-351,INHIBITING PROTEASE WITH LOPINAVIR AND INHIBITING AN HIV INFECTION WITH LOPINAVIIR,2015
13782,U-352,INHIBITING HIV INFECTION BY ADMINISTERING RITONAVIR IN COMBINATION WITH A REVERSE TRANSCRIPTASE INHIBITOR,2015
13783,U-353,PREVENTION AND TREATMENT OF OSTEOPOROSIS,2015
13784,U-354,"METHOD OF TREATING HYPERLIPIDEMIA WITH NICOTINIC ACID WITHOUT CAUSING TREATMENT-LIMITING ELEVATIONS IN URIC ACID OR GLUCOSE LEVELS OR CAUSING LIVER DAMAGE, BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT",2015
13785,U-355,METHOD OF ASSISTING PERSON TO QUIT SMOKING...TRANSDERMALLY ADMIN NICOTINE VIA..PATCH ADHERED TO SKIN AT DOSING RATE APPROX SAME AS ABSORBED FROM SMOKING,2015
13786,U-356,DELIVERING A MEDICINAL AEROSOL FORMULATION USING CFC-FREE PROPELLANT 134A.,2015
13787,U-357,USE OF THE DRUG PRODUCT IN PHOTODYNAMIC THERAPEUTIC PROTOCOLS FOR THE TREATMENT OF AGE-RELATED MACULAR DEGENERATION AND RELATED CONDITIONS INVOLVING UNWANTED NEOVASCULATURE IN THE EYE,2015
13788,U-358,"DEPRESSION, OBSESSIVE COMPULSIVE DISORDER, PANIC DISORDER AND SOCIAL ANXIETY DISORDER",2015
13789,U-359,METHOD OF USE OF VISICOL,2015
13790,U-360,METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF PATHOLOGICAL PSYCHOLOGICAL CONDITIONS INCLUDING MENTAL DISORDERS EMPLOYING OLANZAPINE AS PER THE INDICATION WHICH IS THE SUBJECT MATTER OF THIS SNDA-011,2015
13791,U-361,MANAGEMENT OF ANXIETY DISORDERS AND THE SHORT-TERM RELIEF OF THE SYMPTOMS OF ANXIETY,2015
13792,U-362,USE OF APPROVED FORMULATIONS TO TREAT ALL APPROVED DISEASE INDICATIONS,2015
13793,U-363,METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF PATHOLOGICAL PSYCHOLOGICAL CONDITIONS THAT RELATE TO THE USE OF A PSYCHOACTIVE SUBSTANCE EMPLOYING OLANZAPINE AS PER THE INDICATION THE SUBJECT MATTER OF SUPPLEMENT 011,2015
13794,U-364,"TREATING A PATIENT SUFFERING FROM OR SUSCEPTIBLE TO ANY NUMBER OF LISTED CONDITIONS INCLUDING PSYCHOSIS, EMPLOYING OLANZAPINE AS PER THE INDICATION WHICH IS THE SUBJECT MATTER OF THIS SNDA-011",2015
13795,U-365,"METHOD FOR THE TREATMENT OF CARDIOVASCULAR DISEASE THROUGH THE ADMINISTRATION OF A CALCIUM BLOCKING VASODILATOR IN OUR EXTENDED, CONTROLLED RELEASE FORMULATION",2015
13796,U-366,METHOD FOR THE TREATMENT OF CARDIOVASCULAR DISEASE THROUGH THE ADMINISTRATION OF A CALCIUM BLOCKING VASODILATOR IN A DELAYED RELEASE FORMULATION,2015
13797,U-367,TREATMENT OF CARDIOVASCULAR DISORDERS,2015
13798,U-368,HEARTBURN,2015
13799,U-369,METHOD OF CONTROLLING AND LOWERING INTRAOCULAR PRESSURE,2015
13800,U-370,INTRAVAGINAL TREATMENT OF VAGINAL INFECTIONS WITH BUFFERED METRONIDAZOLE COMPOSITIONS,2015
13801,U-371,"APPROVAL FOR MARKETING ONLY UNDER A SPECIAL RESTRICTION PROGRAM APPROVED BY FDA CALLED ""SYSTEM FOR THALIDOMIDE EDUCATION AND PRESCRIBING SAFETY"" (S.T.E.P.S.)",2015
13802,U-372,"METHOD FOR ADMINISTERING A BENEFICIAL DRUG TO THE GI TRACT OF AN ANIMAL, WHICH METHOD COMPRISES ADMITTING AN OSMOTIC DEVICE ORALLY INTO THE ANIMAL...",2015
13803,U-373,"GENERAL USE CLAIM SUBMITTED FOR 12 NEXIUM PATIENTS STATING ""PERTINENT TO THE CAPSULE FORMULATION FOR NEXIUM AND ITS INDICATIONS FOR THE TREATMENT OF GERD AND ERADICATION OF H.PYLORI TO REDUCE THE RISK OF DUODENAL ULCER RECURRENCE",2015
13804,U-374,"KIT ADAPTED AND DESIGNED TO PROVIDE BOTH DATA ON THE CURRENT REPRODUCTIVE STATUS OF A PATIENT AND CONTRACEPTION FOR THOSE WHO ARE NOT PREGNANT, BUT RECENTLY ENGAGED IN UNPROTECTED SEX",2015
13805,U-375,"METHOD OF USING RIBAVIRIN FOR TREATING A DISEASE RESPONSIVE TO RIBAVIRIN, E.G. HEPATITIS C",2015
13806,U-376,TREATMENT OF INFLUENZA,2015
13807,U-377,METHOD OF TREATING PT WITH CHRONIC HEPATITIS C HAVING HCV GENOTYPE 1 AND VIRAL LOAD GREATER THAN 2 MILLION COPIES/ML TO ERADICATE DETECTABLE HCV-RNA BY ADMIN COMBINATION OF RIBAVIRIN AND INTERFERON ALFA-2B FOR A LEAST 24 WEEKS,2015
13808,U-378,METHOD FOR TREATING INCONTINENCE,2015
13809,U-379,METHOD OF TREATING ONYCHROMYCOSIS,2015
13810,U-380,COMBINATIONS OF TAXOL (PACLITAXEL) AND CISPLATIN WHICH ARE SUITABLE FOR THE TREATMENT OF OVARIAN AND NON-SMALL CELL LUNG CARCINOMAS,2015
13811,U-381,TREATMENT OF HYPERPHOSPHATEMIA,2015
13812,U-382,METHOD OF STABLIZING PROSTAGLANDIN,2015
13813,U-383,METHOD FOR TREATING GLAUCOMA AND OCULAR HYPERTENSION,2015
13814,U-384,TREATMENT OF CMV RETINITIS,2015
13815,U-385,TREATMENT OF PEPTIC ULCERS,2015
13816,U-386,TREATMENT OF PATIENTS SUFFERING FROM A LATE ASTHMATIC REACTION OR LATE PHASE ASTHMA,2015
13817,U-387,TREATMENT OF PATIENTS WITH RESPIRATORY DISORDERS,2015
13818,U-388,SMOKING CESSATION AID APPLIED TO THE SKIN,2015
13819,U-389,SMOKING CESSATION AID APPLIED TO THE SKIN ON WAKING AND REMOVED PRIOR TO SLEEP AFTER ABOUT 16 HOURS,2015
13820,U-390,METHOD OF USING THE DRUG TO TREAT NEUROIMMUNOLOGIC DISEASES (INCLUDING MULTIPLE SCLEROSIS),2015
13821,U-391,USE OF CASODEX IN COMBINATION WITH LHRH AGONISTS FOR THE TREATMENT OF PROSTATE CANCER,2015
13822,U-392,TREATMENT OF PATIENTS FOR INFLAMMATION,2015
13823,U-393,"MANAGEMENT OF INCONTINENCE, MGT OF HORMONE REPLACEMENT THERAPY, TREATMENT OF INVOLUNTARY INCONTINENCE, MGT OVERACTIVE BLADDER AND INCREASING COMPLIANCE IN SUCH PT",2015
13824,U-394,METHOD OF USE OF ALPHAGAN,2015
13825,U-395,METHOD OF USE OF ALPHAGAN P,2015
13826,U-396,METHOD OF TREATING PEOPLE SUFFERING FROM DEPRESSION,2015
13827,U-397,METHOD OF TREATING PEOPLE SUFFERING FROM DEPRESSION WITHOUT AN INCREASE IN NAUSEA,2015
13828,U-398,TREATMENT OF GENERALIZED ANXIETY DISORDER,2015
13829,U-399,IN-THE-EYE USE OF CHLORINE DIOXIDE CONTAINING COMPOSITIONS,2015
13830,U-400,"USE OF RIBAVIRIN TO INCREASE TYPE 1 CYTOKINE RESPONSE AND SUPPRESS TYPE 2 CYTOKINE RESP0NSE TO LYMPHOCYTES, INCLUDING METHODS THAT TAKE ADVANTAGE OF SUCH MODULATION TO TREAT INFECTIONS AND INFESTATIONS",2015
13831,U-401,USE OF LOPINAVIR IN COMBINATION WITH REVERSE TRANSCRIPTASE INHIBITORS FOR TREATING HIV INFECTION AND IN COMBO WITH OTHER HIV PROTEASE INHIBITORS,2015
13832,U-402,TREATMENT OF ACTINIC KERATOSES,2015
13833,U-403,ANTI-ALLERGIC FOR VARIOUS ALLERGIC DISEASES,2015
13834,U-404,TREATMENT OF ALLERGIC CONJUNCTIVITIS,2015
13835,U-405,FOR WOMEN WITH SEVERE DIARRHEA-PREDOMINANT IRRITABLE BOWEL SYNDROME (IBS),2015
13836,U-406,METHOD OF USE OF ATOVAQUONE AND PROGUANIL,2015
13837,U-407,METHOD OF TREATING OTOPATHY,2015
13838,U-408,FOR INDUCING OVULATION IN CONJUNCTION WITH A GONADOTROPIN RELEASING FACTOR ANTAGONIST AND RECRUITING OOCYTES FOR IN-VITRO FERTILIZATION,2015
13839,U-409,METHOD OF TREATING INFLAMMATION USING DRUG SUBSTANCE,2015
13840,U-410,METHOD OF REDUCING AMOUNT OF RESPECTIVE ACTIVE COMPONENTS ADMINISTERED TO A DIABETIC PATIENT BY ADMINISTERING A CHEMICAL COMPOUND HAVING A PARTICULAR FORMULA (INCLUDING PIOGLITAZONE) IN COMBINATION WITH AN INSULIN SECRETION ENHANCER,2015
13841,U-411,METHOD OF REDUCING THE SIDE EFFECTS OF ACTIVE COMPONENTS ADMINISTERED TO A DIABETIC PATIENT BY ADMINISTERING A CHEMICAL COMPOUND HAVING A PARTICULAR FORMULA (WHICH INCLUDES PIOGLITAZONE) IN COMBINATION WITH AN INSULIN PREPARATION,2015
13842,U-412,TREATMENT OF TYPE 2 DIABETES,2015
13843,U-413,USE OF THE ACTIVE INGREDIENT FOR INHIBITING THE BIOSYNTHESIS OF CHOLESTEROL AND TREATMENT OF ATHEROSCLEROSIS,2015
13844,U-414,A METHOD OF TREATING GLYCOMETABOLISM DISORDERS BY ADMINISTERING AN INSULIN SENSITIVITY ENHANCER (INCLUDING PIOGLITAZONE) IN COMBINATION WITH A BIGUANIDE,2015
13845,U-415,A METHOD FOR REDUCING THE AMOUNT OF ACTIVE COMPONENTS ADMINISTERED TO A DIABETIC PATIENT BY ADMINISTERING AN INSULIN SENSITIVITY ENHANCER (INCLUDING PIOGLITAZONE) IN COMBINATION WITH A BIGUANIDE AS SAID ACTIVE COMPONENTS,2015
13846,U-416,A METHOD FOR REDUCING SIDE EFFECTS OF ACTIVE COMPONENTS ADMINISTERED TO A DIABETIC PATIENT BY ADMINISTERING AN INSULIN SENSITIVITY ENHANCER (INCLUDING PIOGLITAZONE) IN COMBINATION WITH A BIGUANIDE AS SAID ACTIVE COMPONENTS,2015
13847,U-417,COMBINATION USE OF AD-4833 WITH A BIGUANIDE,2015
13848,U-418,A METHOD OF TREATING LIPID METABOLISM DISORDERS BY ADMINISTERING A CHEMICAL COMPOUND HAVING A PARTICULAR FORMULA (WHICH INCLUDES PIOGLITAZONE) IN COMBINATION WITH AN INSULIN SECRETION ENHANCER,2015
13849,U-419,A METHOD OF TREATING LIPID METABOLISM DISORDERS BY ADMINISTERING AN INSULIN SENSITIVITY ENHANCER (INCLUDING PIOGLITAZONE) IN COMBINATION WITH A BIGUANIDE,2015
13850,U-420,METHOD OF TREATMENT OF TYPE II DIABETES,2015
13851,U-421,USE FOR SEDATION,2015
13852,U-422,METHOD OF TREATING AT LEAST ONE OF ATTENTION DEFICIT DISORDER AND ATTENTION DEFICIT HYPERACTIVITY DISORDER,2015
13853,U-423,"METHOD OF TREATING AT LEAST ONE OF ATTENTION DEFICIT DISORDER, ATTENTION DEFICIT HYPERACTIVITY DISORDER, OR AIDS RELATED DEMENTIA",2015
13854,U-424,"FOR ONCE DAILY, BOLUS ADMINISTRATION TO A PATIENT IN ORDER TO ENGENDER TREATMENT FOR A NERVOUS DISORDER FOR SUBSTANTIALLY AN ENTIRE DAY ON A CHRONIC BASIS",2015
13855,U-425,METHOD OF REDUCING SIDE EFFECTS OF ACTIVE COMPONENTS ADMIN TO A DIABETIC BY ADMIN A CHEMICAL COMPOUND HAVING FORMULA (INCL PIOGLITAZONE) IN COMBINATION WITH AN INSULIN SECRETION ENHANCER,2015
13856,U-426,PREVENTION OF PREMATURE LH SURGES IN WOMEN UNDERGOING CONTROLLED OVARIAN STIMULATION,2015
13857,U-427,METHOD OF TREATING ALLERGIC REACTIONS IN MAMMALS,2015
13858,U-428,METHOD OF TREATING ALLERGY IN A MAMMAL USING THIS ACTIVE METABOLITE,2015
13859,U-429,METHOD OF USING DESLORATADINE TO TREAT ALLERGIC RHINITIS,2015
13860,U-430,"METHOD OF TREATING A DIABETIC BY ADMINISTERING AN INSULIN SENSITIZER IN COMBINATION WITH AN INSULIN SECRETION ENHANCER, AND A DRUG PRODUCT C0MPRISING AN INSULIN SENSITIZER AND AN INSULIN SECRETION ENHANCER",2015
13861,U-431,POSTTRAUMATIC STRESS DISORDER,2015
13862,U-432,"REDUCTION OF ATHEROSCLEROTIC EVENTS (MYOCARDIAL INFARCTION, STROKE, AND VASCULAR DEATH) IN PATIENTS WITH ATHEROSCLEROSIS DOCUMENTED BY RECENT STROKE, RECENT MYOCARDIAL INFARCTION OR ESTABLISHED PERIPHERAL ARTERIAL DISEASE",2015
13863,U-433,USE OF LEVOCARITINE IN PREVENTION AND TREATMENT OF CARNITINE DEFICIENCY IN PATIENTS WITH END STAGE RENAL DISEASE WHO ARE UNDERGOING DIALYSIS,2015
13864,U-434,"CONTROLLED SYMPTOMS OF DIARRHEA, BLOATING PRESSURE AND CRAMPS, COMMONLY REFERRED TO AS GAS",2015
13865,U-435,A TITRATION DOSING REGIMEN FOR THE TREATMENT OF PAIN USING AN INITIAL DOSE OF ABOUT 25MG,2015
13866,U-436,ACUTE TREATMENT OF MIGRAINE ATTACKS WITH OR WITHOUT AURA IN ADULTS,2015
13867,U-437,METHOD OF USE EQUAL TO PROCESS OF PREPARATION,2015
13868,U-438,TREATMENT/PREVENTION OF NEURODEGENERATIVE DISEASE,2015
13869,U-439,TREATMENT OF OBESITY,2015
13870,U-440,METHOD FOR TRANSDERMAL ADMINISTRATION OF A DRUG THROUGH NON-SCROTAL SKIN USING A TRANSDERMAL DRUG DELIVERY DEVICE CONTAINING THE DRUG AND HAVING AN ADHESIVE SURFACE,2015
13871,U-441,METHOD OF TREATING MS BY ADMINISTERING COPAXONE,2015
13872,U-442,"METHOD FOR DELIVERING A DRUG TO A PATIENT IN NEED OF THE DRUG, WHILE AVOIDING THE OCCURENCE OF AN ADVERSE SIDE EFFECT KNOWN OR SUSPECTED OF BEING CAUSED BY SAID DRUG",2015
13873,U-443,"MANAGEMENT OF MODERATE TO SEVERE PAIN WHEN A CONTINUOUS, AROUND-THE-CLOCK ANALGESIC IS NEEDED FOR AN EXTENDED PERIOD OF TIME",2015
13874,U-444,TREATMENT OF MIGRAINE,2015
13875,U-445,USE AS AN ANTIMYCOTIC AGENT,2015
13876,U-446,TOPICAL TREATMENT OF OCULAR HYPERTENSION AND GLAUCOMA,2015
13877,U-447,METHOD OF TREATING HYPERLIPIDEMIA WITH NICOTINIC ACID BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT,2015
13878,U-448,"METHOD OF TREATING HYPERLIPIDEMIA WITH NICOTINIC ACID WITHOUT CAUSING TREATMENT-LIMITING ELEVATIONS IN URIC ACID OR GLUCOSE LEVELS OR CAUSING LIVER DAMAGE, BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT",2015
13879,U-449,USE IN COMBINATION WITH 5-FLUOROURACIL AND LEUCOVORIN FOR THE TREATMENT OF METASTATIC COLORECTAL CANCER WHERE THE DOSE OF LEUCOVORIN IS AT LEAST 200MG PER SQUARE METER,2015
